pct,quantity_per_item,items
14L,5,78
14L,186,3
14L,66,2
14L,150,2
14L,11,55
14L,50,24
14L,72,28
14L,196,27
14L,52,19
14L,26,12
14L,252,87
14L,98,10
00Q,14,1856
00Q,112,947
00Q,168,325
00Q,90,64
00Q,100,179
00Q,60,72
00Q,150,6
00Q,11,25
00Q,26,13
00Q,9,14
00Q,22,11
00Q,8,73
00Q,15,110
00Q,32,38
00Q,62,15
00Q,72,8
00Q,2,208
00Q,252,28
00Q,163,2
00Q,140,9
00R,56,59308
00R,112,620
00R,3,71
00R,1,561
00R,16,173
00R,70,40
00R,100,145
00R,35,78
00R,36,52
00R,24,50
00R,37,1
00R,44,1
00R,50,15
00R,280,6
00R,150,13
00X,28,340832
00X,252,40
00X,150,28
00X,16,202
00X,23,9
00X,6,24
00X,40,65
00X,60,317
00X,200,43
00X,31,9
00X,13,8
00X,80,39
00X,21,113
00X,98,7
00X,164,7
01A,14,6109
01A,7,38577
01A,112,1997
01A,30,588
01A,16,171
01A,126,49
01A,21,344
01A,100,703
01A,5,44
01A,180,13
01A,140,20
01A,32,19
01A,6,50
01A,25,45
01A,300,8
01A,68,16
01A,34,10
01A,280,12
01A,200,38
01A,49,8
01A,23,36
01A,11,29
01A,64,16
01A,72,13
01A,41,8
01E,7,91906
01E,2,23
01E,18,27
01E,16,175
01E,6,27
01E,48,18
01E,32,65
01E,11,151
01E,40,81
01E,90,132
01E,140,7
01E,5,25
01E,17,71
01E,98,23
01E,63,2
01E,35,31
01E,62,6
01E,26,10
01K,21,523
01K,12,308
01K,16,250
01K,168,1209
01K,31,28
01K,3,321
01K,100,909
01K,180,22
01K,6,49
01K,8,252
01K,98,17
01K,20,273
01K,182,1
01K,224,79
01K,5,112
01K,66,5
01K,58,9
01K,40,74
01K,32,64
01K,80,16
01K,120,51
01K,38,27
01K,46,7
02G,84,17872
02G,112,719
02G,42,341
02G,22,8
02G,8,28
02G,26,12
02G,19,9
02G,6,17
02G,35,28
02G,9,19
02G,30,53
02G,40,20
02G,34,4
02M,84,6327
02M,2,173
02M,4,275
02M,30,283
02M,20,156
02M,18,47
02M,70,68
02M,40,55
02M,186,4
02M,37,1
02M,32,33
02M,72,5
02M,54,1
01F,21,265
01F,168,499
01F,112,1139
01F,17,7
01F,90,160
01F,100,221
01F,24,19
01F,252,28
01F,224,5
01F,180,16
01F,8,33
01F,72,1
01J,7,10926
01J,10,83
01J,28,508390
01J,2,35
01J,36,25
01J,168,168
01J,112,455
01J,60,98
01J,8,41
01J,35,32
01J,25,19
01J,100,118
01J,1,995
01J,20,51
01J,19,10
01J,63,2
01J,11,16
01J,50,11
01J,64,11
01T,112,749
01T,14,4465
01T,200,18
01T,20,65
01T,10,34
01T,180,6
01T,16,34
01T,21,55
01T,8,63
01T,54,2
01T,24,14
01T,70,13
01T,11,15
01V,28,300943
01V,14,3262
01V,112,986
01V,36,66
01V,48,29
01V,126,4
01V,21,180
01V,224,7
01V,52,1
01V,4,72
01V,32,35
01X,14,5898
01X,28,496112
01X,3,171
01X,50,11
01X,12,88
01X,100,169
01X,38,20
01X,5,55
01X,9,25
01X,48,26
01X,49,26
01X,200,12
01X,11,23
01X,23,11
01X,120,11
01X,19,13
01X,36,8
01X,52,3
01X,44,6
01X,180,7
99A,28,1042648
99A,112,3053
99A,24,96
99A,30,1038
99A,20,242
99A,60,796
99A,16,145
99A,1,1557
99A,196,10
99A,70,10
99A,336,1
99A,25,49
99A,29,14
99A,120,33
99A,450,1
99A,46,14
00L,28,708122
00L,50,25
00L,16,386
00L,100,376
00L,60,704
00L,42,716
00L,5,285
00L,3,905
00L,1,829
00L,96,18
00L,15,56
00L,33,18
00L,23,69
00L,25,62
00L,26,19
00L,31,9
00L,200,29
00L,34,13
00N,7,203070
00N,26,9
00N,4,607
00N,21,572
00N,135,3
00N,168,797
00N,196,19
00N,252,71
00N,8,51
00N,100,414
00N,16,182
00N,24,71
00N,32,61
00N,40,122
00N,12,53
00N,15,47
00N,10,57
00N,64,8
00P,7,565534
00P,28,354264
00P,14,14430
00P,112,3716
00P,4,2831
00P,140,30
00P,30,325
00P,2,237
00P,24,131
00P,32,294
00P,88,21
00P,136,14
00P,35,65
00P,87,5
00P,36,36
00P,71,7
00P,50,24
00P,76,12
00P,43,2
00P,196,10
00P,34,12
01H,84,6682
01H,56,174683
01H,3,652
01H,14,9272
01H,18,41
01H,48,55
01H,4,367
01H,8,254
01H,32,76
01H,13,24
01H,27,5
01H,49,14
01H,100,83
01H,224,28
01H,22,23
01H,19,37
01H,10,141
01H,38,42
01H,51,10
01H,45,8
13T,90,541
13T,40,300
13T,168,2523
13T,72,82
13T,42,829
13T,36,128
13T,49,22
13T,24,351
13T,33,7
13T,2,1104
13T,20,454
13T,32,244
13T,60,1177
13T,17,27
13T,22,19
13T,186,2
13T,280,15
13T,64,41
13T,210,7
13T,252,291
13T,35,73
13T,67,5
13T,92,12
13T,144,8
13T,25,50
13T,180,66
13T,38,11
13T,54,6
13T,105,11
13T,34,4
13T,350,5
13T,41,6
13T,29,12
99C,56,185850
99C,21,516
99C,14,6593
99C,8,147
99C,112,2492
99C,30,494
99C,76,2
99C,2,343
99C,17,18
99C,44,15
99C,200,45
99C,50,30
99C,18,20
99C,48,37
99C,224,32
99C,25,25
99C,29,10
99C,19,9
99C,36,46
99C,212,1
99C,37,8
99C,98,18
02Y,28,944425
02Y,56,118407
02Y,42,859
02Y,15,54
02Y,20,290
02Y,36,161
02Y,3,54
02Y,19,38
02Y,22,12
02Y,90,49
02Y,120,20
02Y,142,6
02Y,13,28
02Y,60,306
02Y,18,25
02Y,70,34
02Y,105,6
02Y,29,20
02Y,64,10
02Y,252,16
02Y,11,38
02Y,68,12
02Y,39,6
02Y,33,13
03D,14,4712
03D,30,166
03D,100,69
03D,112,642
03D,168,102
03D,4,42
03D,36,49
03D,50,17
03D,180,2
03D,90,34
03D,140,19
03D,9,6
03D,1,20
03D,17,20
03E,42,587
03E,12,84
03E,18,22
03E,168,334
03E,4,241
03E,9,16
03E,36,45
03E,100,95
03E,16,62
03E,32,45
03E,70,33
03E,224,7
03E,76,13
03E,25,3
03F,56,110816
03F,90,185
03F,180,28
03F,30,1452
03F,60,529
03F,21,517
03F,2,375
03F,12,121
03F,10,99
03F,40,89
03F,4,382
03F,5,32
03F,8,100
03F,20,105
03F,98,17
03F,1,109
03F,27,12
03F,200,35
03F,150,7
03F,72,18
03F,44,5
03F,152,7
03H,28,426976
03H,90,202
03H,82,1
03H,70,16
03H,25,23
03H,58,2
03H,63,10
03H,6,46
03K,14,5232
03K,28,673548
03K,42,459
03K,100,71
03K,112,362
03K,35,27
03K,5,26
03K,26,8
03K,2,13
03K,96,7
03K,168,72
03K,120,8
03K,60,67
03K,18,6
03K,200,6
03K,64,1
03M,7,55766
03M,28,302473
03M,336,2
03M,21,481
03M,98,21
03M,252,10
03M,120,9
03M,63,1
03M,8,108
03M,36,8
03M,10,69
03M,70,15
03M,32,20
03M,72,6
03M,200,20
03M,19,4
03M,31,3
03Q,28,688420
03Q,56,164963
03Q,84,11728
03Q,12,330
03Q,168,583
03Q,60,294
03Q,15,20
03Q,70,22
03Q,44,18
03Q,252,17
03Q,40,414
03Q,104,4
03Q,85,1
03Q,10,173
03Q,63,3
03Q,11,47
02P,336,8
02P,10,295
02P,2,112
02P,50,25
02P,35,40
02P,43,8
02P,37,10
02P,44,10
02P,200,18
02P,54,1
02P,29,14
02P,46,6
02P,34,1
02Q,14,2890
02Q,112,474
02Q,9,19
02Q,19,9
02Q,15,15
02Q,168,1081
02Q,60,77
02Q,23,18
02Q,180,16
02Q,100,44
02Q,140,4
02Q,200,6
02Q,6,12
02X,28,941628
02X,84,12195
02X,5,71
02X,98,14
02X,35,51
02X,16,162
02X,70,68
02X,100,353
02X,24,37
02X,6,32
02X,18,35
02X,40,38
02X,27,14
02X,3,66
02X,37,8
02X,52,1
02X,63,12
02X,64,25
02X,57,12
03L,28,833155
03L,30,1126
03L,8,493
03L,12,301
03L,20,416
03L,36,31
03L,44,30
03L,5,34
03L,18,42
03L,50,61
03L,35,38
03L,13,13
03L,48,26
03L,80,8
03L,70,84
03L,168,200
03L,58,5
03L,126,12
03L,32,43
03L,25,7
03L,6,13
03L,55,6
03N,56,294610
03N,14,26591
03N,168,957
03N,26,21
03N,100,482
03N,30,1601
03N,8,1102
03N,12,857
03N,20,1159
03N,10,343
03N,4,3732
03N,5,742
03N,9,125
03N,36,273
03N,92,11
03N,15,249
03N,24,275
03N,126,16
03N,52,51
03N,252,47
03N,66,13
03N,76,25
03N,2,495
03N,200,51
03N,19,27
03N,288,4
03N,35,47
03N,51,7
03N,63,7
03N,280,13
02N,112,2159
02N,14,3042
02N,42,331
02N,58,16
02N,168,500
02N,196,6
02N,140,29
02N,3,48
02N,98,13
02N,370,1
02N,20,66
02N,90,93
02N,70,19
02N,15,51
02N,11,39
02N,210,1
02R,84,27796
02R,168,1281
02R,14,8561
02R,87,1
02R,19,10
02R,38,15
02R,41,10
02R,3,399
02R,1,51
02R,23,11
02R,16,169
02R,252,47
02R,36,28
02R,21,823
02R,196,14
02R,96,15
02R,31,10
02R,63,9
02R,32,37
02R,8,89
02R,184,6
02R,34,18
02R,26,20
02T,28,325930
02T,112,3151
02T,42,540
02T,12,40
02T,252,36
02T,35,28
02T,70,18
02T,90,73
02T,65,4
02T,80,14
02T,196,8
02T,52,13
02T,124,4
02T,46,9
02T,72,15
02T,18,11
02W,14,3320
02W,24,30
02W,168,217
02W,12,48
02W,35,66
02W,48,6
02W,40,14
02W,8,30
02W,565,2
02W,140,19
02W,4,66
03A,28,141223
03A,14,9779
03A,112,7651
03A,42,361
03A,24,31
03A,36,17
03A,60,406
03A,126,32
03A,252,123
03A,61,7
03A,58,20
03A,10,83
03A,180,46
03A,40,45
03A,1,746
03A,164,5
03A,140,25
03A,240,5
03A,29,9
03A,37,6
03J,14,5599
03J,30,332
03J,168,531
03J,252,23
03J,40,21
03J,16,25
03J,55,6
03J,34,4
03J,57,2
03J,24,4
03R,28,757392
03R,14,6677
03R,42,519
03R,4,198
03R,2,103
03R,29,24
03R,126,18
03R,35,89
03R,38,7
03R,100,120
03R,1,1075
03R,9,16
03R,6,33
03R,55,3
03R,80,16
03R,224,5
15F,56,709501
15F,112,16449
15F,4,2571
15F,11,121
15F,100,1299
15F,16,478
15F,9,158
15F,18,184
15F,140,121
15F,8,330
15F,70,99
15F,50,87
15F,63,17
15F,135,7
15F,126,73
15F,46,18
15F,120,121
15F,66,4
15F,44,50
15F,36,55
15F,88,10
15F,128,7
15F,15,83
15F,105,8
15F,34,13
15F,22,15
15F,176,7
15F,29,22
05A,1,1752
05A,35,94
05A,14,12395
05A,90,78
05A,7,33307
05A,63,6
05A,39,14
05A,6,82
05A,12,456
05A,16,293
05A,2,47
05A,32,88
05A,140,20
05A,36,44
05A,34,29
05A,31,37
05A,192,6
05A,46,20
05A,37,21
05F,112,2555
05F,14,3459
05F,36,55
05F,2,17
05F,42,263
05F,35,46
05F,1,154
05F,54,1
05F,12,47
05F,26,4
05F,70,13
05F,80,8
05H,28,696954
05H,84,3252
05H,7,22370
05H,14,6160
05H,8,243
05H,40,48
05H,16,150
05H,5,75
05H,17,45
05H,22,21
05H,23,23
05H,140,18
05H,2,11
05H,25,9
05H,75,14
05H,120,11
05J,56,209494
05J,10,69
05J,40,108
05J,30,37
05J,1,19
05J,252,66
05J,2,35
05J,80,7
05J,5,46
05J,45,5
05J,41,2
05J,22,1
05J,6,13
05R,168,366
05R,140,36
05R,2,111
05R,20,187
05R,36,68
05R,1,418
05R,11,88
05R,25,18
05R,22,9
05R,44,16
05R,15,30
05R,120,8
05T,4,1748
05T,42,534
05T,84,19700
05T,10,82
05T,112,4836
05T,60,704
05T,40,92
05T,140,48
05T,210,4
05T,120,37
05T,224,44
05T,6,41
05T,36,64
05T,48,44
05T,15,14
05T,22,4
05T,96,15
05T,80,16
06D,5,33
06D,28,72169
06D,56,166427
06D,7,32335
06D,24,16
06D,40,63
06D,196,48
06D,102,13
06D,1,235
06D,60,50
06D,21,212
06D,11,51
06D,192,4
06D,49,3
05C,84,90345
05C,60,616
05C,42,1092
05C,30,231
05C,75,18
05C,126,71
05C,12,177
05C,224,73
05C,40,157
05C,24,147
05C,65,5
05C,38,35
05C,48,112
05C,70,53
05C,184,2
05C,64,20
05C,52,66
05C,11,190
05C,72,35
05C,180,55
05C,120,42
05C,25,27
05C,9,24
05C,196,4
05C,36,59
05C,34,11
05C,32,75
05C,53,33
05C,35,58
05C,26,21
05C,336,3
05C,270,8
05C,17,35
05C,114,1
05L,28,723763
05L,7,86574
05L,30,1068
05L,35,58
05L,17,10
05L,62,3
05L,16,109
05L,6,80
05L,252,74
05L,58,60
05L,54,15
05L,80,15
05L,200,37
05L,140,18
05L,51,4
05L,180,17
05L,160,6
05L,38,6
05L,164,4
05L,18,20
05L,23,12
05L,108,4
05L,65,7
05L,1,50
05Y,28,331679
05Y,60,744
05Y,16,210
05Y,24,87
05Y,40,160
05Y,20,118
05Y,10,77
05Y,15,29
05Y,25,62
05Y,30,170
05Y,32,72
05Y,128,13
05Y,22,38
05Y,70,30
05Y,172,4
05Y,36,33
05Y,92,1
05Y,180,21
05Y,23,8
05Y,49,29
05Y,240,7
05Y,26,10
05Y,51,7
05Y,41,9
06A,7,296095
06A,112,5428
06A,84,35312
06A,25,12
06A,168,925
06A,58,8
06A,32,26
06A,44,16
06A,52,9
06A,49,11
06A,20,35
06A,160,5
06A,17,54
06A,79,1
06A,120,57
06A,40,34
06A,35,15
06A,15,71
06A,8,37
15E,168,5560
15E,7,121880
15E,5,159
15E,14,13674
15E,60,3641
15E,12,468
15E,24,217
15E,96,31
15E,32,186
15E,46,7
15E,126,72
15E,180,189
15E,35,137
15E,3,319
15E,140,126
15E,128,11
15E,17,31
15E,80,45
15E,62,8
15E,18,81
15E,336,37
15E,45,9
15E,50,73
15E,192,6
15E,210,4
15E,51,12
15E,25,43
15E,240,3
15E,144,3
15E,74,4
15E,64,10
15E,19,27
15E,27,9
15E,280,18
15E,13,20
04E,14,3562
04E,5,32
04E,40,76
04E,16,249
04E,2,40
04E,21,210
04E,44,16
04E,32,53
04E,29,31
04E,24,22
04E,19,7
04E,9,11
04E,64,2
04E,22,11
04H,21,139
04H,42,303
04H,200,10
04H,60,80
04H,282,1
04H,29,15
04H,26,13
04H,8,156
04H,3,86
04K,7,31890
04K,112,2975
04K,30,648
04K,84,17954
04K,100,709
04K,42,502
04K,45,29
04K,120,30
04K,200,43
04K,9,17
04K,33,24
04K,12,164
04K,68,14
04K,20,42
04K,29,24
04K,150,8
04K,80,25
04K,4,205
04K,10,41
04K,13,6
04K,140,26
04K,19,12
04K,34,5
04K,36,46
04K,50,41
04L,14,2182
04L,29,13
04L,21,106
04L,24,54
04L,72,24
04L,60,377
04L,100,93
04L,200,21
04L,35,17
04L,96,20
04L,20,45
04L,180,17
04L,48,26
04L,10,14
04M,28,109478
04M,56,117859
04M,16,67
04M,21,30
04M,168,506
04M,34,3
04M,90,76
04M,150,4
04M,196,5
04M,64,6
04N,7,12725
04N,112,940
04N,60,149
04N,8,90
04N,12,78
04N,51,2
04N,2,8
04N,72,9
04N,280,15
04N,32,20
04N,64,4
04N,40,29
04N,68,7
04N,180,7
04N,36,19
15M,7,223009
15M,84,56549
15M,21,1426
15M,70,122
15M,168,4003
15M,78,5
15M,30,847
15M,24,476
15M,72,76
15M,6,107
15M,80,57
15M,3,420
15M,1,1332
15M,51,50
15M,12,726
15M,140,151
15M,90,333
15M,26,49
15M,17,57
15M,31,49
15M,33,45
15M,38,48
15M,41,43
15M,74,1
15M,68,36
15M,19,47
15M,184,30
15M,204,2
15M,144,20
15M,11,177
15M,280,15
15M,192,9
15M,71,1
06H,7,204904
06H,56,232622
06H,14,20836
06H,100,1407
06H,200,100
06H,40,149
06H,2,283
06H,16,720
06H,98,41
06H,120,58
06H,58,14
06H,108,9
06H,52,22
06H,44,42
06H,91,4
06H,72,23
06H,19,23
06H,46,12
06H,62,4
06H,54,10
06H,128,9
06L,112,3687
06L,60,166
06L,14,9710
06L,84,30594
06L,40,136
06L,10,96
06L,38,14
06L,21,338
06L,55,2
06L,252,67
06L,1,773
06L,140,65
06L,35,51
06L,2,116
06L,29,41
06L,80,7
06L,126,20
06L,32,9
06L,6,31
06L,39,4
06L,75,10
06M,10,54
06M,56,267650
06M,112,3199
06M,14,4347
06M,41,27
06M,42,407
06M,30,186
06M,92,1
06M,18,48
06M,20,74
06M,32,81
06M,47,23
06M,100,241
06M,168,953
06M,16,82
06M,36,35
06M,21,250
06M,40,39
06M,27,21
06M,4,491
06M,39,25
06M,12,81
06M,25,31
06M,70,36
06M,26,39
06M,15,27
06M,80,15
06M,90,49
06M,200,37
06M,186,3
06M,63,14
06V,20,112
06V,84,2515
06V,3,314
06V,14,5866
06V,21,315
06V,30,84
06V,1,659
06V,16,83
06V,42,370
06V,24,11
06V,168,58
06V,72,6
06V,8,65
06V,252,1
06V,50,11
06V,13,8
06V,60,19
06W,14,2611
06W,28,196945
06W,60,526
06W,51,3
06W,22,10
06W,100,313
06W,42,213
06W,10,54
06W,120,23
06W,252,27
06W,32,23
06W,180,35
06W,2,579
06W,72,12
06W,3,517
06W,64,8
06W,280,23
06W,25,11
06W,49,8
06W,58,28
06W,29,55
06W,36,2
06W,47,2
06Y,14,5597
06Y,8,317
06Y,84,3155
06Y,140,69
06Y,6,18
06Y,4,373
06Y,17,6
06Y,44,13
06Y,48,14
06Y,37,1
06Y,29,16
06Y,22,3
06Y,27,10
06Y,180,11
07J,56,47047
07J,112,777
07J,42,293
07J,25,6
07J,100,33
07J,24,99
07J,3,512
07J,4,330
07J,2,273
07J,10,45
07J,98,19
07J,40,17
07J,18,35
07J,58,17
07J,44,12
07K,7,49493
07K,56,26141
07K,35,13
07K,2,172
07K,4,398
07K,9,59
07K,16,395
07K,23,63
07K,24,90
07K,32,67
07K,42,840
07K,48,31
07K,76,13
07K,112,509
07K,10,86
07K,100,55
07K,30,354
07K,15,36
07K,21,244
07K,168,131
07K,70,34
07K,68,14
07K,60,10
07K,3,91
06Q,56,161887
06Q,49,9
06Q,30,482
06Q,20,383
06Q,6,42
06Q,280,3
06Q,48,42
06Q,5,101
06Q,4,841
06Q,36,47
06Q,120,45
06Q,1,410
06Q,16,274
06Q,140,46
06Q,19,9
06Q,23,19
06Q,27,11
06Q,29,17
06Q,32,19
06Q,180,14
06Q,67,1
06T,15,195
06T,112,656
06T,22,18
06T,5,110
06T,4,287
06T,29,65
06T,3,385
06T,12,663
06T,42,1548
06T,44,34
06T,25,14
06T,90,98
06T,33,28
06T,50,45
06T,32,37
06T,34,16
06T,76,12
06T,23,16
06T,13,41
06T,27,12
07G,56,58343
07G,84,4476
07G,30,412
07G,8,55
07G,168,161
07G,20,39
07G,58,7
07G,15,61
07G,25,8
07G,72,3
07G,23,3
07G,140,16
07G,94,7
07H,56,133097
07H,8,347
07H,15,53
07H,42,460
07H,64,21
07H,6,38
07H,3,207
07H,40,82
07H,32,59
07H,10,114
07H,4,411
07H,58,25
07H,98,28
07H,29,24
07H,48,37
07H,180,18
07H,252,3
07H,18,18
07H,2,31
07H,26,12
07H,59,3
07H,19,11
07H,55,2
07H,196,6
07H,63,1
99E,56,285311
99E,100,639
99E,42,300
99E,30,422
99E,128,7
99E,120,30
99E,16,145
99E,26,9
99E,24,82
99E,252,46
99E,196,3
99E,20,76
99E,72,7
99E,126,19
99E,200,58
99E,220,6
99E,57,20
99E,36,13
99E,15,27
99E,61,4
99F,28,194103
99F,112,2192
99F,42,242
99F,6,11
99F,21,83
99F,9,11
99F,16,222
99F,100,213
99F,252,24
99F,300,3
99F,36,120
99F,7,28027
99F,30,401
99F,60,683
99F,74,7
99F,4,235
99F,12,173
99F,1,219
99F,15,20
99F,49,18
99F,44,14
99F,224,20
99F,82,3
99F,76,5
99F,140,14
99G,7,16736
99G,14,1593
99G,57,18
99G,120,38
99G,168,585
99G,61,2
99G,100,468
99G,224,39
99G,200,5
99G,8,67
99G,140,20
99G,36,81
99G,3,52
99G,10,69
99G,13,11
99G,126,23
99G,88,49
99G,128,48
99G,152,11
99G,192,7
03V,14,1257
03V,84,1141
03V,2,7
03V,120,8
03V,60,13
03V,24,13
03V,52,6
04F,28,77285
04F,56,316525
04F,300,21
04F,14,2113
04F,12,104
04F,16,92
04F,29,14
04F,63,7
04F,30,105
04F,70,6
04F,86,10
04F,20,34
04F,35,7
04F,21,132
04F,31,6
04F,10,22
04F,196,7
04F,392,1
04F,45,5
04F,13,4
04G,56,45408
04G,21,435
04G,42,2028
04G,112,790
04G,8,707
04G,12,725
04G,36,211
04G,23,32
04G,38,15
04G,140,42
04G,16,555
04G,15,167
04G,18,65
04G,6,53
04G,3,448
04G,44,15
04G,160,3
04G,94,14
04G,150,15
04G,11,100
04G,49,4
06F,36,88
06F,42,1175
06F,60,286
06F,168,992
06F,280,7
06F,25,21
06F,140,70
06F,52,9
06F,224,64
06F,4,325
06F,79,1
06F,128,8
06F,48,23
06F,13,21
06F,46,8
06F,256,1
06K,7,300209
06K,56,237237
06K,140,70
06K,12,472
06K,100,570
06K,252,16
06K,2,329
06K,30,1177
06K,60,559
06K,392,1
06K,10,130
06K,3,455
06K,32,85
06K,1,480
06K,90,218
06K,25,80
06K,68,4
06K,6,70
06K,224,7
06N,7,404759
06N,3,906
06N,20,250
06N,100,2124
06N,168,3162
06N,118,5
06N,120,122
06N,29,29
06N,300,57
06N,58,20
06N,224,135
06N,27,6
06N,63,26
06N,8,304
06N,40,238
06N,23,71
06N,50,59
06N,19,12
06N,48,77
06N,80,29
06N,180,68
06N,196,10
06N,67,5
06N,15,49
06N,34,10
06N,87,1
06N,98,18
06N,150,28
06P,56,194141
06P,112,3019
06P,14,2164
06P,300,3
06P,32,35
06P,36,10
06P,20,21
06P,140,28
06P,50,8
06P,4,30
06P,40,31
06P,128,2
06P,31,10
06P,120,31
03T,30,464
03T,60,175
03T,100,79
03T,58,29
03T,252,9
03T,2,172
03T,29,30
03T,42,508
03T,3,517
03T,8,186
03T,62,1
03T,32,45
03T,11,171
03T,200,11
03T,24,87
03T,15,49
03T,36,68
03T,40,34
03T,160,8
03T,27,12
03T,35,16
03T,336,1
03T,124,14
03T,150,14
03W,7,85859
03W,14,8061
03W,28,623030
03W,30,478
03W,9,68
03W,12,224
03W,21,260
03W,200,33
03W,24,53
03W,50,23
03W,300,4
03W,5,86
03W,10,61
03W,25,41
03W,31,16
03W,34,6
04C,56,171413
04C,84,15333
04C,58,50
04C,8,55
04C,76,15
04C,30,777
04C,33,5
04C,90,68
04C,25,26
04C,1,1463
04C,15,49
04C,50,5
04C,10,54
04C,200,40
04C,5,21
04C,140,17
04C,3,60
04D,7,173665
04D,56,81097
04D,168,262
04D,30,337
04D,21,658
04D,100,245
04D,19,2
04D,1,78
04D,15,46
04D,20,65
04D,18,27
04D,24,16
04D,75,12
04D,33,13
04D,11,103
04D,35,23
04Q,28,464498
04Q,14,4344
04Q,30,108
04Q,42,333
04Q,84,4066
04Q,90,29
04Q,180,8
04Q,16,61
04Q,32,43
04Q,112,444
04Q,140,7
04Q,24,32
04Q,60,50
04Q,126,4
04Q,31,17
04Q,50,5
04Q,58,14
04Q,11,53
04V,7,112238
04V,28,857501
04V,14,7362
04V,84,10363
04V,60,1116
04V,4,686
04V,112,2574
04V,33,14
04V,32,19
04V,392,7
04V,20,117
04V,22,17
04V,26,12
04V,10,104
04V,1,119
04V,21,618
04V,24,25
04V,98,14
04V,70,23
04V,336,7
04V,180,17
04V,11,81
04V,224,29
99D,14,6637
99D,28,546459
99D,56,14267
99D,84,10301
99D,112,268
99D,168,297
99D,42,332
99D,150,5
99D,16,76
99D,62,1
99D,5,11
99D,6,7
99D,17,2
99D,98,11
04Y,28,220164
04Y,11,10
04Y,60,282
04Y,15,7
04Y,100,687
04Y,168,470
04Y,140,24
04Y,120,58
04Y,19,8
04Y,41,1
04Y,40,13
04Y,36,24
04Y,200,35
04Y,62,3
04Y,128,5
04Y,2,10
04Y,3,70
05D,7,25929
05D,14,2324
05D,112,1219
05D,90,39
05D,25,7
05D,6,54
05D,224,18
05D,20,70
05D,43,1
05D,44,4
05D,40,30
05D,64,21
05D,3,14
05D,2,10
05D,258,4
05D,1,18
05D,36,21
05D,9,22
05D,48,24
05G,28,545994
05G,56,129597
05G,2,75
05G,40,36
05G,16,62
05G,42,397
05G,100,939
05G,60,417
05G,224,30
05G,24,36
05G,18,9
05G,35,45
05G,1,316
05G,252,19
05G,17,14
05G,70,29
05G,51,1
05G,11,13
05N,7,66696
05N,39,47
05N,84,19707
05N,112,6882
05N,168,1194
05N,50,56
05N,53,63
05N,77,3
05N,21,467
05N,46,76
05N,54,20
05N,24,147
05N,15,66
05N,60,562
05N,12,320
05N,6,46
05N,90,139
05N,45,56
05N,13,44
05N,33,49
05N,16,240
05N,48,44
05N,64,14
05N,140,34
05N,34,36
05N,148,10
05N,22,69
05N,70,25
05N,180,23
05N,76,2
05N,52,53
05N,31,48
05N,38,37
05N,62,9
05N,5,55
05N,92,3
05Q,14,3575
05Q,28,260676
05Q,112,3255
05Q,8,109
05Q,16,61
05Q,120,55
05Q,200,94
05Q,32,20
05Q,48,18
05Q,63,14
05Q,224,32
05Q,15,45
05Q,140,35
05Q,240,1
05V,28,303153
05V,56,100832
05V,84,11269
05V,168,411
05V,10,47
05V,21,88
05V,100,310
05V,200,39
05V,42,229
05V,30,239
05V,4,62
05V,18,4
05V,12,56
05V,6,7
05V,50,13
05V,224,22
05V,49,12
05V,70,23
05V,22,3
05V,20,49
05W,28,743880
05W,112,4527
05W,168,782
05W,10,59
05W,63,3
05W,100,732
05W,140,49
05W,21,164
05W,6,51
05W,40,25
05W,120,52
05W,17,8
05W,2,38
05W,45,13
05W,196,1
05W,5,46
05W,336,10
05W,98,12
05W,80,14
05W,276,3
05W,11,19
05W,26,7
05W,106,13
05X,28,133188
05X,84,10797
05X,7,37299
05X,10,31
05X,51,1
05X,90,127
05X,8,23
05X,16,34
05X,100,490
05X,12,27
05X,22,13
05X,17,6
05X,200,26
05X,30,158
05X,46,10
05X,72,2
05X,300,9
05X,25,13
05X,6,13
05X,9,12
05X,50,25
07L,28,168760
07L,56,159560
07L,84,18327
07L,14,3767
07L,60,475
07L,32,18
07L,16,78
07L,24,22
07L,21,450
07L,72,4
07L,200,34
07L,51,7
07L,30,476
07L,15,38
07L,35,15
07L,140,8
07L,50,10
07L,18,10
07M,60,2776
07M,42,470
07M,70,38
07M,21,755
07M,32,261
07M,140,77
07M,168,1779
07M,100,2932
07M,1,135
07M,20,200
07M,6,72
07M,150,29
07M,76,16
07M,50,34
07M,252,81
07M,48,51
07M,184,7
07M,126,31
07M,19,8
07M,10,77
07M,134,5
07M,116,4
07M,240,6
07M,262,4
07M,280,4
07M,58,15
07R,28,109534
07R,128,7
07R,16,250
07R,30,86
07R,92,12
07R,20,273
07R,37,2
07R,224,39
07R,252,76
07R,34,5
07R,96,4
07R,1,590
07R,3,220
07R,140,47
07R,116,7
07R,15,30
07R,196,9
07R,35,7
07T,28,143547
07T,56,151219
07T,84,57518
07T,112,2050
07T,15,26
07T,66,1
07T,252,109
07T,168,946
07T,72,7
07T,1,55
07T,48,24
07T,22,2
07T,21,207
07T,32,25
07T,80,7
07T,49,17
07X,7,262818
07X,56,284238
07X,60,947
07X,90,233
07X,5,313
07X,1,144
07X,30,337
07X,35,22
07X,58,14
07X,4,898
07X,24,61
07X,200,81
07X,76,7
07X,136,2
07X,120,50
07X,66,4
07X,180,30
07X,9,65
07X,40,60
07X,43,12
07X,196,16
07X,70,34
07X,44,14
07X,52,8
07X,126,10
